"artist","song","won_grammy","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_sec","weeks_on_chart","peak_position","started_charting","charted_q1","charted_q2","charted_q3","charted_q4"
"Johnny Cash","Daddy Sang Bass","No",FALSE,0.685,0.54,4,-10.974,"1",0.0395,0.698,0.000439,0.209,0.684,96.839,"4",139.64,10,42,1968,TRUE,FALSE,FALSE,TRUE
"Johnny Cash","What Is Truth","No",FALSE,0.681,0.385,4,-12.568,"1",0.117,0.387,0.163,0.277,0.629,86.139,"4",157.667,8,19,1970,FALSE,TRUE,FALSE,FALSE
"Johnny Cash","Flesh And Blood","No",FALSE,0.484,0.345,9,-11.75,"1",0.0401,0.448,0.0138,0.196,0.588,81.302,"3",155.893,7,54,1970,TRUE,FALSE,FALSE,TRUE
"Johnny Cash","Man in Black","No",FALSE,0.654,0.613,5,-11.208,"1",0.0603,0.599,0.000628,0.154,0.851,95.647,"4",172.093,6,58,1971,TRUE,TRUE,FALSE,FALSE
"Johnny Cash","Get Rhythm","No",FALSE,0.904,0.492,5,-9.934,"1",0.0513,0.615,0,0.266,0.94,110.211,"4",133.107,6,60,1969,FALSE,FALSE,FALSE,TRUE
"Johnny Cash","Tennessee Flat-Top Box","No",FALSE,0.653,0.532,5,-11.83,"0",0.0351,0.0971,0.000405,0.19,0.833,97.552,"4",178.2,6,84,1961,FALSE,FALSE,FALSE,TRUE
"Bay City Rollers","Money Honey","No",FALSE,0.635,0.788,0,-7.844,"1",0.0393,0.0262,0.000166,0.204,0.739,121.877,"4",197.4,15,9,1976,TRUE,TRUE,FALSE,FALSE
"Bay City Rollers","Rock and Roll Love Letter","No",FALSE,0.538,0.969,4,-5.175,"1",0.0814,0.0746,0,0.0884,0.564,135.787,"4",177.133,9,28,1976,FALSE,TRUE,FALSE,FALSE
"Bay City Rollers","I Only Want to Be with You","No",FALSE,0.635,0.962,2,-8.015,"1",0.0557,0.0597,0.000113,0.132,0.968,132.802,"4",217.467,16,12,1976,FALSE,FALSE,TRUE,TRUE
"Bay City Rollers","You Made Me Believe In Magic","No",FALSE,0.636,0.859,0,-7.077,"0",0.0686,0.0837,0,0.438,0.851,126.443,"4",164.4,17,10,1977,FALSE,TRUE,TRUE,FALSE
"Melissa Manchester","Nice Girls","No",FALSE,0.876,0.535,5,-11.31,"0",0.0368,0.0861,0.00737999999999999,0.265,0.905,123.104,"4",222.44,11,42,1983,TRUE,TRUE,FALSE,FALSE
"Gretchen Wilson","Here for the Party","No",FALSE,0.656,0.717,0,-4.871,"1",0.0279,0.0127,1.22e-05,0.904,0.809,123.988,"4",196.76,17,39,2004,FALSE,FALSE,TRUE,TRUE
"Gretchen Wilson","Redneck Woman","No",FALSE,0.499,0.825,6,-5.146,"1",0.177,0.13,0,0.306,0.753,185.069,"4",221.333,20,22,2004,FALSE,TRUE,TRUE,FALSE
"Gretchen Wilson","When I Think About Cheatin'","No",FALSE,0.495,0.387,9,-7.531,"1",0.0256,0.617,4.4e-06,0.342,0.291,78.418,"4",249.227,11,39,2004,TRUE,FALSE,FALSE,TRUE
"Gretchen Wilson","Homewrecker","No",FALSE,0.502,0.68,4,-5.707,"1",0.0322,0.0415,3.7e-06,0.362,0.381,148.608,"4",205.973,13,56,2005,TRUE,TRUE,FALSE,FALSE
"Barbra Streisand","Why Did I Choose You","No",FALSE,0.131,0.21,8,-13.149,"1",0.0363,0.97,0.000644,0.125,0.0732,61.97,"4",224.573,5,77,1965,FALSE,TRUE,FALSE,FALSE
"Barbra Streisand","My Man","No",FALSE,0.304,0.224,4,-12.11,"0",0.0353,0.974,3.55e-06,0.192,0.212,102.66,"1",176.493,6,79,1965,FALSE,FALSE,TRUE,FALSE
"Barbra Streisand","Emotion","No",FALSE,0.632,0.443,2,-16.362,"1",0.0389,0.633,6.84e-06,0.0896,0.669,109.573,"4",296.093,2,79,1985,TRUE,FALSE,FALSE,FALSE
"Barbra Streisand","Left In the Dark","No",FALSE,0.428,0.273,6,-20.813,"1",0.0444,0.693,0,0.115,0.256,122.292,"4",429.733,12,50,1984,FALSE,FALSE,TRUE,TRUE
"Barbra Streisand","The Way He Makes Me Feel","No",FALSE,0.202,0.197,11,-15.961,"0",0.0398,0.829,4.8e-05,0.371,0.0894,89.19,"3",225.96,15,40,1983,TRUE,FALSE,FALSE,TRUE
"Toby Keith","God Love Her","No",FALSE,0.551,0.919,10,-3.895,"1",0.0529,0.133,8.36e-05,0.0637,0.432,125.025,"4",216.627,20,36,2008,TRUE,TRUE,FALSE,TRUE
"Toby Keith","Lost You Anyway","No",FALSE,0.405,0.744,6,-3.791,"0",0.034,0.205,0.0112,0.0865,0.367,150.225,"4",218.267,10,69,2009,FALSE,TRUE,TRUE,FALSE
"Toby Keith","She Never Cried in Front of Me","No",FALSE,0.458,0.621,7,-4.553,"1",0.0306,0.374,0,0.0999,0.34,145.904,"4",239.507,20,42,2008,FALSE,FALSE,TRUE,TRUE
"Dan Hartman","I Can Dream About You","No",FALSE,0.725,0.655,1,-5.422,"1",0.0336,0.00162,0.00125,0.0532,0.848,109.586,"4",360.067,25,6,1984,FALSE,TRUE,TRUE,TRUE
"Dan Hartman","We Are the Young","No",FALSE,0.661,0.898,1,-6.234,"1",0.0419,0.000832,2.93e-06,0.0686,0.627,115.046,"4",257.733,17,25,1984,TRUE,FALSE,FALSE,TRUE
"Dan Hartman","Instant Replay","No",FALSE,0.754,0.724,9,-6.058,"0",0.0656,0.0158,0.000405,0.0611,0.954,128.925,"4",320.333,17,29,1978,TRUE,FALSE,FALSE,TRUE
"Mtume","Juicy Fruit","No",FALSE,0.747,0.573,4,-6.474,"1",0.368,0.135,0.0114,0.0811,0.722,192.763,"4",352.533,12,45,1983,FALSE,TRUE,TRUE,FALSE
"Saweetie","My Type","No",TRUE,0.899,0.811,2,-6.294,"1",0.258,0.000677,0,0.0672,0.587,105.038,"4",126.446,20,21,2019,FALSE,FALSE,TRUE,TRUE
"Chris Janson","Buy Me a Boat","No",FALSE,0.574,0.745,2,-6.663,"1",0.0507,0.319,0,0.11,0.693,154.042,"4",179.078,20,41,2015,FALSE,TRUE,TRUE,TRUE
"Meredith Brooks","Bitch","No",FALSE,0.616,0.892,9,-5.884,"1",0.0545,0.00921,7.95e-05,0.0529,0.624,96.376,"4",252.533,30,2,1997,FALSE,TRUE,TRUE,TRUE
"Christina Aguilera","What A Girl Wants","No",FALSE,0.751,0.859,0,-5.111,"1",0.109,0.083,0,0.321,0.789,142.152,"4",214.627,24,1,1999,TRUE,TRUE,FALSE,TRUE
"Linkin Park","Waiting for the End","No",FALSE,0.487,0.961,4,-4.139,"1",0.132,0.0415,1.15e-06,0.553,0.323,170.005,"4",231.68,23,42,2010,TRUE,FALSE,FALSE,TRUE
"The Staple Singers","Why? (Am I Treated So Bad)","No",FALSE,0.726,0.349,10,-14.084,"0",0.0297,0.671,0.000394,0.362,0.683,100.004,"4",170.867,1,95,1967,FALSE,TRUE,FALSE,FALSE
"The Staple Singers","For What It's Worth","No",FALSE,0.748,0.533,2,-12.796,"1",0.0323,0.503,0,0.155,0.884,103.253,"4",144.067,4,66,1967,FALSE,FALSE,TRUE,TRUE
"Trey Lorenz","Someone to Hold","No",FALSE,0.594,0.505,4,-11.558,"1",0.0388,0.441,0,0.0823,0.614,147.91,"4",282.36,20,19,1992,TRUE,FALSE,FALSE,TRUE
"The O'Jays","Let Me Make Love To You","No",FALSE,0.351,0.475,10,-10.793,"1",0.0464,0.0679,0,0.144,0.484,177.187,"3",216.027,3,75,1975,FALSE,FALSE,TRUE,FALSE
"Bloodstone","Natural High","No",FALSE,0.291,0.291,4,-13.467,"1",0.0334,0.904,0.00855,0.103,0.396,169.131,"3",291.64,19,10,1973,FALSE,TRUE,TRUE,FALSE
"Tony Terry","With You","No",FALSE,0.616,0.461,8,-10.609,"1",0.0305,0.403,0,0.0845,0.574,131.878,"4",305.827,23,14,1991,FALSE,TRUE,TRUE,TRUE
"Isley, Jasper, Isley","Caravan of Love","No",FALSE,0.669,0.516,7,-11.219,"1",0.0261,0.51,0,0.148,0.776,88.167,"4",343.867,14,51,1985,TRUE,FALSE,FALSE,TRUE
"Earth, Wind & Fire","Sing a Song","No",FALSE,0.774,0.698,9,-7.5,"1",0.0481,0.157,0.00027,0.0684,0.969,122.325,"4",203.867,17,5,1975,TRUE,FALSE,FALSE,TRUE
"Earth, Wind & Fire","Can't Hide Love","No",FALSE,0.515,0.412,5,-10.995,"0",0.033,0.691,0.09,0.0907,0.444,78.352,"4",250.587,9,39,1976,TRUE,TRUE,FALSE,FALSE
"Alice Cooper","School's Out","No",FALSE,0.286,0.662,2,-12.076,"0",0.0459,0.0613,0.138,0.845,0.35,134.854,"4",210.76,13,7,1972,FALSE,TRUE,TRUE,FALSE
"Alice Cooper","Elected","No",FALSE,0.295,0.74,9,-13.073,"0",0.0344,0.0604,0.142,0.193,0.506,135.299,"4",248.04,8,26,1972,FALSE,FALSE,FALSE,TRUE
"Alice Cooper","No More Mr. Nice Guy","No",FALSE,0.498,0.515,11,-11.985,"0",0.0395,0.0936,0,0.1,0.616,127.761,"4",187.893,12,25,1973,FALSE,TRUE,FALSE,FALSE
"Alice Cooper","Billion Dollar Babies","No",FALSE,0.468,0.663,9,-11.714,"0",0.0634,0.00739,0.0352,0.124,0.714,90.714,"4",223.6,6,57,1973,FALSE,FALSE,TRUE,FALSE
"Alice Cooper","Teenage Lament '74","No",FALSE,0.291,0.651,7,-12.923,"1",0.0403,0.0519,1.2e-05,0.0913,0.751,176.455,"4",234.467,8,48,1973,TRUE,FALSE,FALSE,TRUE
"Alice Cooper","Welcome to My Nightmare","No",FALSE,0.438,0.717,11,-13.226,"0",0.05,0.305,0.00122,0.07,0.593,112.408,"4",320.64,6,45,1975,FALSE,FALSE,FALSE,TRUE
"Alice Cooper","Department of Youth","No",FALSE,0.533,0.906,5,-7.547,"1",0.0381,0.2,0.0015,0.493,0.638,121.669,"4",196.8,4,67,1975,FALSE,FALSE,TRUE,FALSE
"DJ Quik","Tonite","No",TRUE,0.962,0.573,0,-10.226,"1",0.216,0.0145,0,0.123,0.694,105.382,"4",323.067,9,49,1991,FALSE,FALSE,TRUE,TRUE
"N2DEEP","Back to the Hotel","No",TRUE,0.7,0.476,9,-9.195,"1",0.0512,0.000166,0.000791,0.0823,0.323,201.77,"4",304.36,30,14,1992,TRUE,FALSE,TRUE,TRUE
"2nd II None","If You Want It","No",TRUE,0.925,0.703,5,-9.22,"0",0.0481,0.00789,0,0.147,0.893,107.077,"4",225.893,16,64,1992,FALSE,TRUE,TRUE,FALSE
"Nine","Whutcha Want?","No",TRUE,0.674,0.767,2,-7.303,"1",0.0609,0.104,1.09e-06,0.0893,0.837,97.075,"4",272.16,17,50,1994,TRUE,TRUE,FALSE,TRUE
"Jim Reeves","He'll Have to Go","No",FALSE,0.526,0.234,1,-14.577,"1",0.038,0.636,5.7e-05,0.105,0.136,80.757,"3",139.96,23,2,1960,TRUE,TRUE,FALSE,FALSE
"DJ Company","Rhythm Of Love","No",FALSE,0.562,0.922,11,-6.37,"1",0.0392,0.0148,0.00295,0.278,0.743,141.99,"4",226.933,19,53,1997,TRUE,TRUE,TRUE,TRUE
"MC5","Kick out the Jams","No",FALSE,0.213,0.731,4,-11.198,"1",0.0538,0.00321,0.832,0.106,0.404,135.646,"4",214.88,4,82,1969,TRUE,TRUE,FALSE,FALSE
"Ray Peterson","The Wonder of You","No",FALSE,0.339,0.376,5,-10.271,"1",0.0299,0.803,2.58e-06,0.175,0.263,111.219,"4",155.707,19,25,1964,FALSE,TRUE,FALSE,FALSE
"Britney Spears","Hold It Against Me","No",FALSE,0.648,0.722,0,-4.813,"0",0.0427,0.0103,0,0.24,0.389,132.973,"4",228.827,17,1,2011,TRUE,TRUE,FALSE,FALSE
"Britney Spears","I Wanna Go","No",FALSE,0.696,0.546,5,-6.55,"1",0.0414,0.00379,3.8e-06,0.332,0.787,130.002,"4",210.267,20,7,2011,FALSE,TRUE,TRUE,TRUE
"Britney Spears","Criminal","No",FALSE,0.696,0.734,7,-5.294,"1",0.0298,0.0485,0,0.183,0.711,107.987,"4",225.08,6,55,2011,FALSE,FALSE,FALSE,TRUE
"The Alan Parsons Project","Don't Let It Show","No",FALSE,0.412,0.405,1,-12.641,"1",0.0385,0.64,0.0482,0.0853,0.113,134.081,"4",265.267,4,92,1977,TRUE,FALSE,FALSE,TRUE
"The Alan Parsons Project","Snake Eyes","No",FALSE,0.656,0.527,4,-11.156,"0",0.0423,0.383,5.19e-06,0.332,0.91,75.849,"4",197.8,5,67,1981,FALSE,FALSE,FALSE,TRUE
"The Alan Parsons Project","Psychobabble","No",FALSE,0.789,0.5,8,-12.889,"1",0.0445,0.428,0.00082899999999999,0.083,0.783,119.903,"4",291.853,10,57,1982,TRUE,FALSE,FALSE,TRUE
"The Alan Parsons Project","Prime Time","No",FALSE,0.786,0.516,2,-14.957,"1",0.036,0.248,0.0118,0.0926,0.804,122.356,"4",303.373,11,34,1984,FALSE,TRUE,TRUE,FALSE
"The Alan Parsons Project","Let's Talk About Me","No",FALSE,0.668,0.371,0,-12.124,"0",0.0443,0.369,0,0.347,0.527,143.091,"4",268.973,10,56,1985,TRUE,TRUE,FALSE,FALSE
"The Alan Parsons Project","Stereotomy","No",FALSE,0.678,0.559,5,-13.236,"0",0.0304,0.136,0.00716,0.0799,0.34,136.029,"4",423.133,4,82,1986,TRUE,FALSE,FALSE,FALSE
"Steve Forbert","Romeo's Tune","No",FALSE,0.571,0.721,9,-5.645,"1",0.0307,0.404,0.00960999999999999,0.299,0.733,95.027,"4",212.472,19,11,1979,TRUE,TRUE,FALSE,TRUE
"Steve Forbert","Say Goodbye to Little Jo","No",FALSE,0.586,0.799,9,-5.843,"1",0.0436,0.0182,1.28e-05,0.127,0.673,114.77,"4",235.807,3,85,1980,FALSE,TRUE,FALSE,FALSE
"The Exciters","Tell Him","No",FALSE,0.725,0.728,4,-9.05,"1",0.0662,0.312,0,0.106,0.827,87.149,"4",153.36,13,4,1962,TRUE,FALSE,FALSE,TRUE
"Jackie DeShannon","What The World Needs Now Is Love","No",FALSE,0.505,0.367,1,-9.24,"1",0.0362,0.808,5.46e-06,0.106,0.604,106.39,"3",191.8,13,7,1965,FALSE,TRUE,TRUE,FALSE
"Jimmy Soul","If You Wanna Be Happy","No",FALSE,0.67,0.871,10,-7.501,"1",0.0365,0.603,0.00218,0.338,0.907,93.468,"4",139.6,14,1,1963,TRUE,TRUE,FALSE,FALSE
"Poco","Indian Summer","No",FALSE,0.452,0.724,1,-7.747,"1",0.0414,0.205,0.579,0.977,0.423,95.867,"4",262.827,8,50,1977,FALSE,FALSE,TRUE,FALSE
"Poco","Keep on Tryin'","No",FALSE,0.573,0.467,11,-9.321,"1",0.0287,0.787,0,0.871,0.651,78.735,"4",163.6,9,50,1975,FALSE,FALSE,TRUE,TRUE
"The Fireballs","Quite a Party","No",FALSE,0.754,0.936,9,-7.001,"1",0.0356,0.323,0.837,0.0524,0.914,108.557,"4",111.453,10,27,1961,FALSE,TRUE,TRUE,FALSE
"The Gestures","Run, Run, Run","No",FALSE,0.244,0.943,8,-3.711,"0",0.108,0.127,0,0.126,0.727,167.553,"4",139.2,8,44,1964,TRUE,FALSE,FALSE,TRUE
"Jon & Robin","Drums","No",FALSE,0.406,0.433,5,-11.081,"1",0.0453,0.668,1.63e-06,0.0805,0.582,110.82,"4",170.133,2,100,1967,FALSE,FALSE,TRUE,FALSE
"Alice Cooper","Clones (We're All)","No",FALSE,0.685,0.728,7,-8.987,"1",0.0371,0.0553,2.25e-06,0.0801,0.899,121.882,"4",171.133,9,40,1980,FALSE,TRUE,TRUE,FALSE
"America","Ventura Highway","No",FALSE,0.596,0.281,2,-15.077,"1",0.0579,0.848,0,0.222,0.599,131.196,"4",252.747,12,8,1972,TRUE,FALSE,FALSE,TRUE
"America","Daisy Jane","No",FALSE,0.277,0.393,0,-9.998,"1",0.0403,0.782,0,0.467,0.261,177.372,"4",199.093,13,20,1975,FALSE,FALSE,TRUE,TRUE
"America","I Need You","No",FALSE,0.345,0.332,7,-12.839,"1",0.0361,0.762,0,0.767,0.356,136.805,"4",165.08,10,9,1972,FALSE,TRUE,TRUE,FALSE
"America","Tin Man","No",FALSE,0.366,0.312,7,-14.629,"1",0.067,0.901,6.37e-06,0.701,0.726,160.998,"4",245.44,18,4,1974,FALSE,FALSE,TRUE,TRUE
"America","Only In Your Heart","No",FALSE,0.549,0.487,0,-10.695,"1",0.0308,0.614,1.59e-06,0.73,0.761,87.96,"4",197.293,5,62,1973,FALSE,TRUE,FALSE,FALSE
"America","Sister Golden Hair","No",FALSE,0.241,0.626,4,-10.418,"1",0.118,0.653,3.38e-06,0.706,0.548,140.092,"4",277.853,16,1,1975,FALSE,TRUE,TRUE,FALSE
"Toad The Wet Sprocket","Something's Always Wrong","No",FALSE,0.509,0.752,3,-5.392,"0",0.0324,0.511,0.00695,0.0831,0.468,134.82,"4",297.8,20,41,1994,TRUE,FALSE,FALSE,TRUE
"Andy Williams","Happy Holiday / The Holiday Season","No",FALSE,0.505,0.451,9,-10.193,"0",0.0329,0.727,0,0.233,0.744,74.347,"4",156.867,7,24,2019,TRUE,FALSE,FALSE,TRUE
"Bruce Cockburn","Wondering Where The Lions Are","No",FALSE,0.556,0.675,4,-9.871,"1",0.0356,0.371,0,0.971,0.708,72.888,"4",321.24,17,21,1980,TRUE,TRUE,TRUE,FALSE
"Bruce Cockburn","If I Had A Rocket Launcher","No",FALSE,0.604,0.88,4,-6.339,"0",0.041,0.0191,0.000103,0.654,0.396,97.979,"4",329.627,3,88,1985,TRUE,FALSE,FALSE,FALSE
"Alabama","Close Enough to Perfect","No",FALSE,0.558,0.286,7,-15.668,"1",0.0276,0.183,0,0.156,0.452,135.683,"4",213.867,12,65,1982,FALSE,FALSE,TRUE,TRUE
"Ty Herndon","A Man Holdin' On (To a Woman Lettin' Go)","No",FALSE,0.606,0.403,9,-7.95,"1",0.0288,0.555,1.23e-06,0.0954,0.202,128.122,"4",217.16,10,81,1998,FALSE,TRUE,TRUE,FALSE
"Ty Herndon","Hands Of A Working Man","No",FALSE,0.607,0.628,0,-7.161,"1",0.0283,0.0697,0,0.322,0.353,89.284,"4",227.133,14,47,1999,TRUE,TRUE,FALSE,FALSE
"Clay Walker","Fall","No",FALSE,0.55,0.543,0,-6.986,"1",0.0287,0.193,0,0.0994,0.208,138.003,"4",217.08,18,55,2007,TRUE,FALSE,TRUE,TRUE
"Boz Scaggs","What Can I Say","No",FALSE,0.724,0.598,7,-6.522,"1",0.0325,0.116,0.00725,0.0556,0.786,114.987,"4",180.693,14,42,1976,TRUE,FALSE,FALSE,TRUE
"Boz Scaggs","It's Over","No",FALSE,0.579,0.728,0,-6.904,"1",0.0326,0.274,1.51e-06,0.256,0.869,132.863,"4",169.76,10,38,1976,FALSE,TRUE,FALSE,FALSE
"Boz Scaggs","Lido Shuffle","No",FALSE,0.593,0.783,10,-4.716,"1",0.0358,0.0165,7.26e-05,0.167,0.646,141.345,"4",221.613,17,11,1977,TRUE,TRUE,TRUE,FALSE
"Stephen Stills","Turn Back The Pages","No",FALSE,0.372,0.746,9,-10.653,"1",0.0799,0.19,0,0.107,0.462,153.296,"4",243.8,3,84,1975,FALSE,FALSE,TRUE,FALSE
"Los Bravos","Black Is Black","No",FALSE,0.597,0.752,2,-8.427,"1",0.0452,0.255,7.85e-06,0.0714,0.895,128.081,"4",175.36,12,4,1966,FALSE,FALSE,TRUE,TRUE
"Johnny Horton","North To Alaska","No",FALSE,0.647,0.371,0,-14.437,"1",0.0389,0.718,0,0.345,0.916,83.312,"4",169.56,23,4,1960,TRUE,FALSE,TRUE,TRUE
"Johnny Horton","Sink the Bismark","No",FALSE,0.679,0.565,3,-12.405,"1",0.0896,0.68,2.64e-05,0.0509,0.965,115.432,"4",194.4,18,3,1960,TRUE,TRUE,TRUE,FALSE
"Sponge","Molly (Sixteen Candles)","No",FALSE,0.504,0.775,1,-7.844,"1",0.0331,0.0614,2.26e-05,0.307,0.842,101.827,"4",215,18,55,1995,FALSE,FALSE,TRUE,TRUE
"Sammy Hagar","Eagles Fly","No",FALSE,0.411,0.519,6,-5.317,"1",0.028,0.695,6.83e-06,0.083,0.331,81.208,"4",287,13,82,1987,TRUE,FALSE,FALSE,TRUE
"Hugh Masekela","Grazing In The Grass","No",FALSE,0.791,0.71,7,-6.604,"0",0.0305,0.798,0.941,0.292,0.935,109.983,"4",174.067,12,1,1968,FALSE,TRUE,TRUE,FALSE
"Barry Manilow","Could It Be Magic","No",FALSE,0.315,0.506,0,-7.283,"0",0.0347,0.85,0.0405,0.131,0.291,122.913,"4",409.053,18,6,1975,FALSE,TRUE,TRUE,TRUE
"Johnny Cash","The Little Drummer Boy","No",FALSE,0.718,0.33,0,-18.979,"0",0.0384,0.958,0.000318,0.11,0.491,60.029,"4",152.093,3,63,1960,TRUE,FALSE,FALSE,FALSE
"Mahalia Jackson","Silent Night, Holy Night","No",FALSE,0.235,0.0259,3,-20.835,"1",0.0342,0.986,0.0385,0.14,0.0969,78.805,"5",301.56,1,99,1962,FALSE,FALSE,FALSE,TRUE
"The Five Americans","Zip Code","No",FALSE,0.4,0.446,9,-8.624,"1",0.0276,0.0283,0.000269,0.0653,0.963,143.408,"4",152.827,7,36,1967,FALSE,FALSE,TRUE,FALSE
"The Five Americans","Evol-Not Love","No",FALSE,0.523,0.72,7,-8.766,"1",0.0506,0.487,0,0.208,0.735,119.019,"4",143.613,9,52,1966,FALSE,TRUE,FALSE,FALSE
"The Five Americans","7:30 Guided Tour","No",FALSE,0.484,0.407,0,-11.957,"1",0.0289,0.818,0.000151,0.253,0.63,144.336,"4",160,2,96,1968,TRUE,FALSE,FALSE,FALSE
"The Gregg Allman Band","I'm No Angel","No",FALSE,0.621,0.773,4,-12.157,"1",0.0475,0.144,0,0.161,0.856,140.748,"4",222.893,10,49,1987,FALSE,TRUE,FALSE,FALSE
"Buck Owens","I've Got a Tiger By the Tail","No",FALSE,0.639,0.575,4,-7.122,"1",0.0321,0.521,0.000384,0.0678,0.962,96.87,"4",133.12,9,25,1965,TRUE,FALSE,FALSE,FALSE
"Joe Simon","Teenager's Prayer","No",FALSE,0.256,0.331,10,-15.044,"1",0.0384,0.798,6.56e-06,0.535,0.63,188.737,"3",148.333,7,66,1966,FALSE,TRUE,TRUE,FALSE
"Joe Simon","The Chokin' Kind","No",FALSE,0.695,0.44,8,-15.637,"1",0.0905,0.249,0.0016,0.08,0.729,98.069,"4",160.867,12,13,1969,TRUE,TRUE,FALSE,FALSE
"Joe Simon","Farther On Down the Road","No",FALSE,0.47,0.49,2,-11.63,"1",0.0915,0.0649,1.19e-06,0.0574,0.644,176.523,"4",187.067,8,56,1970,FALSE,TRUE,FALSE,FALSE
"Joe Simon","It's Hard to Get Along","No",FALSE,0.567,0.556,1,-11.985,"1",0.0466,0.124,0,0.397,0.761,145.111,"4",177.093,3,87,1969,FALSE,FALSE,FALSE,TRUE
"Joe Simon","(You Keep Me) Hangin' On","No",FALSE,0.59,0.374,7,-13.498,"1",0.0248,0.389,0,0.0757,0.639,96.753,"4",164.827,15,25,1968,FALSE,TRUE,TRUE,FALSE
"Joe Simon","Message from Maria","No",FALSE,0.512,0.391,7,-14.067,"1",0.0284,0.376,0,0.258,0.726,92.251,"4",200.293,4,75,1968,FALSE,FALSE,TRUE,TRUE
"Joe Simon","My Special Prayer","No",FALSE,0.652,0.44,7,-12.349,"1",0.0349,0.178,2.74e-06,0.12,0.567,104.571,"4",164.027,5,87,1967,TRUE,FALSE,FALSE,FALSE
"Joe Simon","Yours Love","No",FALSE,0.412,0.45,7,-12.48,"1",0.0307,0.626,1.58e-05,0.266,0.8,82.576,"4",181.893,7,78,1970,FALSE,FALSE,TRUE,FALSE
"Ciara","And I","No",FALSE,0.691,0.389,6,-10.125,"1",0.0653,0.255,0,0.0981,0.437,122.219,"4",233.84,1,96,2005,FALSE,FALSE,FALSE,TRUE
"Survivor","Eye of the Tiger","No",FALSE,0.817,0.599,0,-9.249,"0",0.0328,0.132,0.00031099999999999,0.0873,0.548,108.873,"4",245.64,25,1,1982,FALSE,TRUE,TRUE,TRUE
"Survivor","Man Against the World","No",FALSE,0.628,0.462,5,-7.035,"1",0.0261,0.463,0,0.337,0.253,97.61,"4",215.8,5,86,1987,FALSE,TRUE,FALSE,FALSE
"Bob Dylan","Mozambique","No",FALSE,0.726,0.863,7,-8.191,"1",0.0293,0.0451,0.000153,0.109,0.821,127.68,"4",180.8,5,54,1976,TRUE,TRUE,FALSE,FALSE
"Eddie Money","Can't Keep a Good Man Down","No",FALSE,0.554,0.629,2,-12.195,"1",0.0324,0.00163,0,0.116,0.534,120.959,"4",217.587,5,63,1979,FALSE,TRUE,FALSE,FALSE
"Eddie Money","Maybe I'm a Fool","No",FALSE,0.678,0.487,0,-13.761,"0",0.0312,0.0501,8.59e-05,0.0754,0.824,96.056,"4",184.4,13,22,1979,TRUE,TRUE,FALSE,FALSE
"Etta James","At Last","No",FALSE,0.373,0.376,5,-13.162,"1",0.036,0.198,0.00347,0.107,0.153,172.595,"3",280.227,8,47,1961,TRUE,FALSE,FALSE,FALSE
"Sue Thompson","Sad Movies (Make Me Cry)","No",FALSE,0.602,0.258,2,-10.778,"1",0.0281,0.897,5.1e-06,0.221,0.574,106.978,"4",200.067,14,5,1961,FALSE,FALSE,TRUE,TRUE
"Sue Thompson","Norman","No",FALSE,0.708,0.465,9,-11.001,"1",0.0324,0.79,0,0.111,0.964,127.243,"4",141.907,16,3,1961,TRUE,FALSE,FALSE,TRUE
"Sue Thompson","James (Hold The Ladder Steady)","No",FALSE,0.738,0.554,10,-10.492,"1",0.0366,0.765,0,0.0874,0.965,137.982,"4",136.627,10,17,1962,FALSE,FALSE,TRUE,TRUE
"Sue Thompson","Paper Tiger","No",FALSE,0.817,0.556,2,-11.618,"1",0.0294,0.619,0,0.105,0.855,132.292,"4",150.067,10,23,1965,TRUE,FALSE,FALSE,FALSE
"Sue Thompson","Have A Good Time","No",FALSE,0.584,0.204,2,-13.872,"1",0.0308,0.876,0.0541,0.176,0.194,103.197,"3",197.173,11,31,1962,FALSE,TRUE,TRUE,FALSE
"Sue Thompson","Two Of A Kind","No",FALSE,0.407,0.133,10,-15.349,"1",0.0298,0.887,2.05e-05,0.106,0.393,77.575,"4",171.467,9,42,1962,TRUE,TRUE,FALSE,FALSE
"KRS-One","MC's Act Like They Don't Know","No",TRUE,0.855,0.798,1,-4.018,"1",0.237,0.0101,0.000615,0.628,0.855,90.429,"4",295.933,11,57,1995,FALSE,FALSE,TRUE,TRUE
"Stevie Wonder","Never Dreamed You'd Leave In Summer","No",FALSE,0.199,0.249,0,-12.402,"1",0.0295,0.706,1.94e-05,0.153,0.14,168.739,"4",173.2,4,78,1971,FALSE,TRUE,TRUE,FALSE
"Newsong","The Christmas Shoes","No",FALSE,0.407,0.403,4,-9.198,"1",0.0328,0.67,0,0.102,0.264,131.9,"4",292.173,2,42,2000,TRUE,FALSE,FALSE,TRUE
"Craig Morgan","Wake up Lovin' You","No",FALSE,0.538,0.652,8,-3.521,"1",0.0308,0.362,6.03e-06,0.083,0.515,75.028,"4",198.84,2,99,2014,FALSE,TRUE,FALSE,FALSE
"Craig Morgan","This Ole Boy","No",FALSE,0.567,0.918,11,-2.729,"1",0.0643,0.0548,3.8e-05,0.0648,0.766,114.101,"4",262.147,9,87,2012,FALSE,TRUE,FALSE,FALSE
"Craig Morgan","International Harvester","No",FALSE,0.501,0.889,2,-3.023,"1",0.113,0.324,1.85e-06,0.552,0.558,190.86,"4",230.84,18,67,2007,TRUE,TRUE,FALSE,TRUE
