"artist","song","won_grammy","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_sec","weeks_on_chart","peak_position","started_charting","charted_q1","charted_q2","charted_q3","charted_q4"
"Larry Graham","One In a Million You","No",FALSE,0.51,0.226,10,-14.307,"1",0.0292,0.666,2.3e-06,0.318,0.174,71.401,"4",252.6,20,9,1980,FALSE,TRUE,TRUE,TRUE
"Al B. Sure!","Nite and Day","No",FALSE,0.655,0.477,1,-9.616,"0",0.0421,0.029,0.000221,0.0518,0.642,92.097,"4",238.013,21,7,1988,FALSE,TRUE,TRUE,FALSE
"Atlantic Starr","Masterpiece","No",FALSE,0.642,0.448,5,-10.418,"0",0.0259,0.492,1.74e-05,0.0646,0.299,137.831,"4",295.347,20,3,1992,TRUE,TRUE,FALSE,FALSE
"Stacy Lattisaw","Let Me Be Your Angel","No",FALSE,0.375,0.49,5,-9.028,"1",0.0388,0.118,0.0413,0.0686,0.267,129.254,"4",243.507,24,21,1980,TRUE,FALSE,TRUE,TRUE
"Too $hort","The Ghetto","No",FALSE,0.944,0.351,6,-12.824,"0",0.223,0.0493,5.49e-05,0.191,0.386,100.085,"4",302.267,14,42,1990,TRUE,FALSE,FALSE,TRUE
"Alan Jackson","Right On the Money","No",FALSE,0.756,0.502,3,-7.706,"1",0.0277,0.334,0,0.316,0.537,114.031,"4",230.733,12,43,1998,TRUE,FALSE,FALSE,TRUE
"Alan Jackson","www.memory","No",FALSE,0.701,0.503,5,-7.535,"1",0.026,0.572,0,0.333,0.726,94.073,"4",154.2,15,45,2000,TRUE,FALSE,FALSE,TRUE
"Alan Jackson","When Somebody Loves You","No",FALSE,0.69,0.364,0,-10.869,"1",0.0257,0.674,3.26e-05,0.103,0.198,83.843,"4",208.533,17,52,2001,FALSE,TRUE,TRUE,FALSE
"Alan Jackson","Where I Come From","No",FALSE,0.731,0.653,11,-7.233,"0",0.0343,0.227,1.62e-06,0.124,0.773,124.71,"4",240.56,20,34,2001,TRUE,FALSE,TRUE,TRUE
"Alan Jackson","Where Were You (When the World Stopped Turning)","No",FALSE,0.622,0.391,0,-9.424,"1",0.0311,0.573,0,0.0747,0.199,115.33,"4",304.173,20,28,2001,TRUE,TRUE,FALSE,TRUE
"Alan Jackson","Drive (For Daddy Gene)","No",FALSE,0.71,0.615,11,-7.201,"1",0.0436,0.352,0,0.114,0.46,125.159,"4",241.467,20,28,2002,TRUE,TRUE,TRUE,FALSE
"Alan Jackson","Remember When","No",FALSE,0.561,0.313,2,-10.624,"1",0.029,0.711,0.000306,0.248,0.276,125.522,"4",270.6,20,29,2003,TRUE,TRUE,FALSE,TRUE
"Carole King","Sweet Seasons","No",FALSE,0.66,0.545,10,-12.499,"1",0.0274,0.305,0.00185,0.099,0.864,116.229,"4",193.84,10,9,1972,TRUE,TRUE,FALSE,FALSE
"Santana","Winning","No",FALSE,0.664,0.521,2,-13.251,"1",0.031,0.0935,0.000493,0.0502,0.746,86.142,"4",209.733,18,17,1981,FALSE,TRUE,TRUE,FALSE
"Santana","The Sensitive Kind","No",FALSE,0.778,0.492,7,-14.127,"0",0.0414,0.22,0.00487,0.315,0.733,116.768,"4",212.827,8,56,1981,FALSE,FALSE,TRUE,FALSE
"Joni Mitchell","Help Me","No",FALSE,0.579,0.536,9,-10.035,"0",0.0388,0.484,5.4e-05,0.0937,0.67,81.868,"4",204.32,19,7,1974,TRUE,TRUE,TRUE,FALSE
"Joni Mitchell","Free Man in Paris","No",FALSE,0.59,0.62,2,-7.665,"1",0.0363,0.558,0,0.0691,0.661,81.429,"4",183.12,14,22,1974,FALSE,FALSE,TRUE,TRUE
"Joni Mitchell","Raised on Robbery","No",FALSE,0.554,0.777,0,-5.782,"1",0.0332,0.168,0,0.128,0.832,142.872,"4",187.773,8,65,1973,TRUE,FALSE,FALSE,TRUE
"Dan Fogelberg","The Language of Love","No",FALSE,0.641,0.491,2,-12.465,"1",0.0316,0.102,0.00302,0.42,0.941,122.932,"4",221,14,13,1984,TRUE,TRUE,FALSE,FALSE
"Dan Fogelberg","Believe In Me","No",FALSE,0.415,0.175,9,-15.999,"1",0.0275,0.59,0,0.198,0.266,130.616,"4",274,9,48,1984,FALSE,TRUE,FALSE,FALSE
"Enuff Z'Nuff","New Thing","No",FALSE,0.336,0.847,4,-4.895,"1",0.0444,6.28e-05,0,0.119,0.293,129.821,"4",251.653,7,67,1989,FALSE,FALSE,FALSE,TRUE
"Enuff Z'Nuff","Fly High Michelle","No",FALSE,0.233,0.863,2,-4.319,"1",0.0434,0.00999,0,0.228,0.496,175.657,"4",230.827,13,47,1990,TRUE,TRUE,FALSE,FALSE
"Jackie Wilson","A Woman, A Lover, A Friend","No",FALSE,0.547,0.507,7,-5.658,"1",0.0345,0.838,1.09e-05,0.872,0.661,103.415,"3",156.733,12,15,1960,FALSE,FALSE,TRUE,FALSE
"Jackie Wilson","The Tear Of The Year","No",FALSE,0.452,0.435,8,-6.225,"1",0.0294,0.832,1.59e-06,0.0859,0.351,97.114,"3",157.48,7,44,1961,TRUE,FALSE,FALSE,FALSE
"Jackie Wilson","Please Tell Me Why","No",FALSE,0.472,0.397,10,-5.409,"1",0.0362,0.804,0,0.301,0.672,106.082,"3",122,8,20,1961,TRUE,TRUE,FALSE,FALSE
"Jackie Wilson","I Don't Want To Lose You","No",FALSE,0.671,0.626,8,-5.692,"1",0.0476,0.563,0,0.0831,0.765,123.89,"4",159.427,3,84,1967,TRUE,FALSE,FALSE,FALSE
"Aaron Carter","Aaron's Party (Come Get It)","No",FALSE,0.944,0.886,1,-4.121,"1",0.135,0.0462,0,0.0429,0.912,117.03,"4",204.733,15,35,2000,FALSE,FALSE,TRUE,TRUE
"Aaron Carter","That's How I Beat Shaq","No",FALSE,0.892,0.803,6,-4.977,"0",0.233,0.0656,0,0.169,0.652,106.015,"4",204.427,2,96,2001,FALSE,TRUE,FALSE,FALSE
"Billy Joel","You're Only Human (Second Wind)","No",FALSE,0.758,0.793,0,-8.731,"0",0.0655,0.0402,8.89e-06,0.0724,0.853,130.832,"4",288.427,16,9,1985,FALSE,FALSE,TRUE,TRUE
"Billy Joel","The Night Is Still Young","No",FALSE,0.541,0.576,0,-9.981,"1",0.0302,0.117,2.02e-05,0.117,0.432,82.442,"4",326.187,10,34,1985,FALSE,FALSE,FALSE,TRUE
"Billy Joel","To Make You Feel My Love","No",FALSE,0.598,0.49,7,-8.766,"1",0.0278,0.203,0,0.105,0.156,136.946,"4",231.4,9,50,1997,FALSE,FALSE,TRUE,TRUE
"America","Today's the Day","No",FALSE,0.639,0.426,4,-14.005,"1",0.0324,0.472,0,0.0711,0.532,96.977,"4",195.973,12,23,1976,FALSE,TRUE,TRUE,FALSE
"America","Amber Cascades","No",FALSE,0.564,0.444,9,-13.379,"1",0.027,0.15,5.13e-05,0.0907,0.704,128.731,"4",171.867,4,75,1976,FALSE,FALSE,TRUE,FALSE
"America","You Can Do Magic","No",FALSE,0.863,0.657,4,-9.735,"0",0.0401,0.184,0,0.321,0.92,130.027,"4",232.467,20,8,1982,FALSE,FALSE,TRUE,TRUE
"America","Right Before Your Eyes","No",FALSE,0.57,0.321,7,-13.359,"1",0.0331,0.745,0,0.0708,0.386,134.402,"4",233.533,13,45,1982,TRUE,FALSE,FALSE,TRUE
"America","The Border","No",FALSE,0.722,0.737,0,-9.625,"0",0.0331,0.236,0,0.0798,0.838,127.532,"4",238.133,12,33,1983,FALSE,TRUE,TRUE,FALSE
"Joe Tex","Hold What You've Got","No",FALSE,0.461,0.29,7,-14.045,"1",0.0374,0.739,0,0.111,0.237,103.383,"3",190.773,11,5,1964,TRUE,FALSE,FALSE,TRUE
"Joe Tex","I Gotcha","No",FALSE,0.693,0.825,8,-12.137,"1",0.639,0.271,0.000233,0.298,0.793,187.307,"4",148.867,21,2,1972,TRUE,TRUE,FALSE,FALSE
"Joe Tex","Skinny Legs And All","No",FALSE,0.608,0.557,7,-13.558,"1",0.201,0.669,0,0.832,0.844,129.927,"4",186.493,15,10,1967,TRUE,FALSE,FALSE,TRUE
"Joe Tex","Show Me","No",FALSE,0.648,0.752,4,-12.587,"1",0.0821,0.0597,0,0.339,0.696,146.402,"4",176.707,8,35,1967,TRUE,TRUE,FALSE,FALSE
"Joe Tex","One Monkey Don't Stop No Show","No",FALSE,0.441,0.39,5,-15.667,"1",0.127,0.661,0,0.193,0.862,79.824,"3",182.267,4,65,1965,FALSE,TRUE,TRUE,FALSE
"Joe Tex","A Sweet Woman Like You","No",FALSE,0.541,0.291,8,-12.727,"1",0.0311,0.737,1.95e-05,0.0405,0.732,90.594,"4",159.16,9,29,1965,TRUE,FALSE,FALSE,TRUE
"Joe Tex","I Want To (Do Everything For You)","No",FALSE,0.448,0.533,2,-12.332,"1",0.0945,0.746,0,0.343,0.949,88.267,"4",129.867,13,23,1965,FALSE,FALSE,TRUE,TRUE
"Joe Tex","You Got What It Takes","No",FALSE,0.701,0.298,8,-15.92,"1",0.0553,0.551,0,0.114,0.851,107.173,"4",133.733,6,51,1965,TRUE,TRUE,FALSE,FALSE
"Joe Tex","S.Y.S.L.J.F.M. (The Letter Song)","No",FALSE,0.461,0.514,9,-12.222,"1",0.0348,0.26,0,0.267,0.697,138.48,"4",169,7,39,1966,FALSE,TRUE,FALSE,FALSE
"Joe Tex","Papa Was Too","No",FALSE,0.55,0.405,1,-14.76,"1",0.107,0.472,0,0.251,0.627,182.924,"4",176.307,7,44,1966,TRUE,FALSE,FALSE,TRUE
"Joe Tex","I Believe I'm Gonna Make It","No",FALSE,0.53,0.468,0,-11.863,"1",0.034,0.294,0,0.0639,0.702,97.713,"4",182.76,5,67,1966,FALSE,FALSE,TRUE,FALSE
"Joe Tex","The Love You Save (May Be Your Own)","No",FALSE,0.442,0.188,10,-17.809,"1",0.0317,0.818,1.77e-06,0.0972,0.493,93.832,"3",175.573,8,56,1966,TRUE,TRUE,FALSE,FALSE
"Player","Baby Come Back","No",FALSE,0.669,0.633,5,-9.905,"0",0.0505,0.0483,3.83e-05,0.0659,0.696,155.862,"4",246.747,32,1,1977,TRUE,TRUE,FALSE,TRUE
"Cheryl Lynn","Star Love","No",FALSE,0.723,0.717,3,-10.437,"0",0.0362,0.0345,0.0558,0.0737,0.821,137.532,"4",444.12,10,62,1979,FALSE,TRUE,FALSE,FALSE
"Camouflage","The Great Commandment","No",FALSE,0.673,0.763,7,-11.347,"1",0.0368,0.104,0.15,0.275,0.915,123.675,"4",260.153,12,59,1988,TRUE,FALSE,FALSE,TRUE
"Chris Young","I'm Comin' Over","No",FALSE,0.575,0.845,10,-3.838,"1",0.035,0.0282,0,0.0814,0.376,127.997,"4",197.28,23,33,2015,FALSE,TRUE,TRUE,TRUE
"Loverboy","Heaven in Your Eyes","No",FALSE,0.576,0.454,6,-11.005,"1",0.0294,0.143,0,0.127,0.282,122.84,"4",244.093,17,12,1986,FALSE,FALSE,TRUE,TRUE
"Eddie Money","Get a Move On","No",FALSE,0.617,0.85,7,-5.049,"1",0.0422,0.255,4.65e-05,0.0883,0.723,134.241,"4",220.493,8,46,1979,FALSE,FALSE,TRUE,TRUE
"Eddie Money","I'll Get By","No",FALSE,0.477,0.563,9,-6.089,"1",0.0279,0.578,0,0.0702,0.19,69.964,"4",212.2,20,21,1991,TRUE,TRUE,FALSE,TRUE
"The Romantics","Test Of Time","No",FALSE,0.736,0.649,6,-10.583,"0",0.034,0.0449,3.58e-05,0.0576,0.956,121.501,"4",203.267,6,71,1985,FALSE,FALSE,TRUE,TRUE
"Foreigner","That Was Yesterday","No",FALSE,0.431,0.683,8,-7.417,"0",0.0293,0.0477,8.19e-06,0.213,0.506,114.877,"4",229.053,15,12,1985,TRUE,TRUE,FALSE,FALSE
"Foreigner","Reaction to Action","No",FALSE,0.631,0.935,2,-6.459,"1",0.0564,0.00535,0.0168,0.151,0.404,115.687,"4",212,8,54,1985,FALSE,TRUE,TRUE,FALSE
"Foreigner","Down on Love","No",FALSE,0.364,0.61,4,-5.859,"1",0.0305,0.224,0,0.305,0.37,186.427,"4",249.933,8,54,1985,FALSE,FALSE,TRUE,TRUE
"Air Supply","Every Woman in the World","No",FALSE,0.485,0.555,9,-6.928,"1",0.0279,0.201,0,0.11,0.364,78.085,"4",208,22,5,1980,TRUE,FALSE,FALSE,TRUE
"Air Supply","The One That You Love","No",FALSE,0.424,0.421,0,-7.949,"1",0.0277,0.589,0,0.339,0.188,109.048,"4",253.8,19,1,1981,FALSE,TRUE,TRUE,FALSE
"Air Supply","Even the Nights Are Better","No",FALSE,0.423,0.593,5,-8.467,"1",0.037,0.585,0,0.132,0.25,115.255,"4",234.667,18,5,1982,FALSE,TRUE,TRUE,TRUE
"Air Supply","Two Less Lonely People In the World","No",FALSE,0.392,0.464,4,-8.647,"1",0.039,0.753,0,0.286,0.239,149.902,"4",238.773,14,38,1982,TRUE,FALSE,FALSE,TRUE
"Air Supply","Young Love","No",FALSE,0.425,0.424,0,-7.699,"1",0.0283,0.333,0,0.115,0.243,113.572,"4",230.467,9,38,1982,FALSE,FALSE,TRUE,TRUE
"Chris Daughtry","Wanted Dead Or Alive","No",FALSE,0.483,0.668,7,-6.861,"1",0.04,0.000938,0,0.107,0.329,156.033,"4",271.573,3,43,2006,FALSE,TRUE,FALSE,FALSE
"Nas","Street Dreams","No",TRUE,0.752,0.611,11,-8.681,"0",0.315,0.21,0,0.778,0.746,90.993,"4",279.933,17,22,1996,TRUE,FALSE,FALSE,TRUE
"Tim McGraw","Still","No",FALSE,0.413,0.612,1,-6.625,"1",0.0276,0.261,0.000875,0.132,0.23,173.412,"4",224.147,1,91,2010,FALSE,TRUE,FALSE,FALSE
"Tim McGraw","It's A Business Doing Pleasure With You","No",FALSE,0.692,0.886,9,-4.969,"1",0.0301,0.0684,0,0.142,0.696,112.986,"4",188.28,7,59,2009,FALSE,FALSE,TRUE,FALSE
"The Byrds","5 D (Fifth Dimension)","No",FALSE,0.184,0.528,2,-9.695,"1",0.0357,0.381,0.000528,0.11,0.591,176.048,"3",152.76,5,44,1966,FALSE,FALSE,TRUE,FALSE
"Berlin","Masquerade","No",FALSE,0.507,0.818,5,-9.183,"1",0.0289,0.14,0,0.0869,0.771,153.898,"4",257.227,3,82,1983,FALSE,FALSE,TRUE,TRUE
"Billy Joel","You May Be Right","No",FALSE,0.567,0.945,9,-7.243,"1",0.0458,0.175,2.6e-06,0.35,0.961,150.792,"4",253.2,15,7,1980,TRUE,TRUE,FALSE,FALSE
"Billy Joel","Sometimes a Fantasy","No",FALSE,0.614,0.815,7,-5.9,"1",0.12,0.0735,1.34e-05,0.563,0.94,161.266,"4",220.04,9,36,1980,FALSE,FALSE,FALSE,TRUE
"Billy Joel","Don't Ask Me Why","No",FALSE,0.691,0.726,5,-7.353,"1",0.0543,0.138,0,0.11,0.868,98.418,"4",177.36,15,19,1980,FALSE,FALSE,TRUE,TRUE
"Billy Joel","It's Still Rock and Roll to Me","No",FALSE,0.752,0.684,0,-7.599,"1",0.15,0.0994,0,0.0897,0.539,141.075,"4",176.44,21,1,1980,FALSE,TRUE,TRUE,TRUE
"Marc Cohn","Walking In Memphis","No",FALSE,0.567,0.512,0,-8.831,"1",0.0357,0.547,0,0.296,0.334,130.269,"4",252.613,23,13,1991,TRUE,TRUE,TRUE,FALSE
"Tasmin Archer","Sleeping Satellite","No",FALSE,0.598,0.8,5,-10.574,"0",0.0269,0.101,0.000143,0.263,0.77,96.069,"4",258.933,15,32,1993,FALSE,TRUE,TRUE,FALSE
"Faith No More","Easy","No",FALSE,0.498,0.46,10,-9.243,"0",0.034,0.266,0.000799,0.11,0.356,124.578,"4",189,8,58,1993,TRUE,TRUE,FALSE,FALSE
"Hootie & The Blowfish","Only Wanna Be With You","No",FALSE,0.49,0.873,6,-5.861,"1",0.0355,0.107,5.19e-06,0.118,0.513,103.272,"4",229.587,32,6,1995,TRUE,FALSE,TRUE,TRUE
"Paula Cole","I Don't Want to Wait","No",FALSE,0.41,0.468,11,-8.177,"1",0.0553,0.298,1.19e-05,0.0426,0.475,177.508,"4",320.027,56,11,1997,TRUE,TRUE,TRUE,TRUE
"Donna Lewis","I Love You Always Forever","No",FALSE,0.744,0.453,5,-11.977,"1",0.0348,0.627,0.421,0.0898,0.122,103.773,"4",239.96,41,2,1996,TRUE,TRUE,TRUE,TRUE
"Edwin McCain","I'll Be","No",FALSE,0.371,0.609,11,-5.524,"1",0.0295,0.386,0,0.104,0.426,136.526,"3",266.533,24,5,1998,TRUE,FALSE,TRUE,TRUE
"Anita Baker","Sweet Love","No",FALSE,0.508,0.523,10,-11.754,"0",0.0231,0.36,0,0.0845,0.666,89.254,"4",266.173,22,8,1986,TRUE,FALSE,TRUE,TRUE
"Barenaked Ladies","One Week","No",FALSE,0.702,0.898,9,-6.003,"1",0.0373,0.00854,0.000154,0.0917,0.731,112.845,"4",169.76,20,1,1998,TRUE,FALSE,FALSE,TRUE
"Elvis Costello","Veronica","No",FALSE,0.659,0.73,0,-6.74,"1",0.0348,0.143,9.66e-06,0.261,0.744,77.091,"4",188.507,14,19,1989,FALSE,TRUE,TRUE,FALSE
"Ann-Margret","What Am I Supposed to Do","No",FALSE,0.244,0.255,0,-13.851,"1",0.0328,0.907,0.00119,0.112,0.186,76.556,"4",167.96,5,82,1962,TRUE,TRUE,FALSE,FALSE
"Ann-Margret","I Just Don't Understand","No",FALSE,0.398,0.516,9,-8.307,"0",0.0293,0.684,0.00257,0.0641,0.662,128.884,"3",158.96,12,17,1961,FALSE,FALSE,TRUE,TRUE
"Ann-Margret","It Do Me So Good","No",FALSE,0.542,0.661,9,-5.853,"1",0.0283,0.588,0,0.326,0.642,82.297,"3",137.173,3,97,1961,FALSE,FALSE,FALSE,TRUE
"Next","Wifey","No",FALSE,0.829,0.652,7,-8.693,"0",0.108,0.067,0,0.0812,0.726,99.581,"4",243.159,21,7,2000,FALSE,TRUE,TRUE,TRUE
"Billy Joel","Say Goodbye to Hollywood","No",FALSE,0.686,0.764,0,-6.927,"1",0.0353,0.00484,3.04e-06,0.132,0.766,126.872,"4",276.333,15,17,1981,FALSE,FALSE,TRUE,TRUE
"Billy Joel","Allentown","No",FALSE,0.69,0.837,7,-8.312,"1",0.0289,0.127,7.2e-06,0.102,0.967,113.817,"4",230.16,22,17,1982,TRUE,TRUE,FALSE,TRUE
"Billy Joel","Pressure","No",FALSE,0.548,0.68,9,-8.675,"0",0.0474,0.0148,0.000949,0.0877,0.851,148.494,"4",280.333,17,20,1982,TRUE,FALSE,TRUE,TRUE
"Billy Joel","Goodnight Saigon","No",FALSE,0.598,0.398,0,-14.208,"1",0.0613,0.152,0,0.116,0.135,129.125,"4",423.267,7,56,1983,TRUE,TRUE,FALSE,FALSE
"Rod Stewart","Sailing","No",FALSE,0.43,0.374,11,-9.949,"1",0.0292,0.372,0.379,0.316,0.191,128.56,"4",277.96,7,58,1975,FALSE,FALSE,FALSE,TRUE
"Teddy Pendergrass","Close the Door","No",FALSE,0.542,0.499,5,-10.423,"0",0.0671,0.407,5e-04,0.0771,0.655,178.281,"4",325.493,13,25,1978,FALSE,FALSE,TRUE,FALSE
"Red Hot Chili Peppers","Under the Bridge","No",FALSE,0.554,0.49,4,-8.046,"1",0.0457,0.0168,0.000534,0.136,0.513,84.275,"4",265.507,26,2,1992,FALSE,TRUE,TRUE,FALSE
"Red Hot Chili Peppers","Give It Away","No",FALSE,0.683,0.989,9,-2.092,"0",0.0616,0.00579,0.00108,0.0964,0.781,91.558,"4",284.267,15,73,1991,TRUE,FALSE,TRUE,TRUE
"Red Hot Chili Peppers","Californication","No",FALSE,0.592,0.767,9,-2.788,"0",0.027,0.0021,0.00165,0.127,0.328,96.483,"4",329.733,19,69,2000,FALSE,FALSE,TRUE,TRUE
"Red Hot Chili Peppers","Scar Tissue","No",FALSE,0.437,0.717,0,-4.803,"1",0.039,0.0779,0.00274,0.108,0.547,178.085,"4",215.907,29,9,1999,FALSE,TRUE,TRUE,TRUE
"Red Hot Chili Peppers","Otherside","No",FALSE,0.459,0.795,0,-3.265,"1",0.0575,0.00316,0.000202,0.0751,0.513,123.23,"4",255.4,22,14,2000,TRUE,TRUE,TRUE,FALSE
"Red Hot Chili Peppers","By the Way","No",FALSE,0.442,0.986,0,-2.466,"1",0.117,0.038,0.00082,0.0998,0.184,124.014,"4",215.667,20,34,2002,FALSE,TRUE,TRUE,TRUE
"Billy Joel","An Innocent Man","No",FALSE,0.509,0.382,0,-9.441,"1",0.0351,0.0466,0,0.112,0.427,105.764,"4",318,18,10,1983,TRUE,TRUE,FALSE,TRUE
"Billy Joel","The Longest Time","No",FALSE,0.637,0.333,3,-9.603,"1",0.0262,0.181,0,0.147,0.588,84.347,"4",217.907,18,14,1984,TRUE,TRUE,TRUE,FALSE
"Billy Joel","Tell Her About It","No",FALSE,0.565,0.894,8,-5.241,"1",0.175,0.00777,0,0.49,0.737,182.262,"4",229.2,18,1,1983,FALSE,FALSE,TRUE,TRUE
"Billy Joel","Uptown Girl","No",FALSE,0.701,0.943,4,-2.986,"1",0.0456,0.0747,0,0.601,0.791,128.992,"4",197.707,22,3,1983,TRUE,FALSE,TRUE,TRUE
"Billy Joel","Leave a Tender Moment Alone","No",FALSE,0.628,0.548,10,-7.507,"1",0.0423,0.229,0,0.555,0.564,109.92,"4",236.707,15,27,1984,FALSE,FALSE,TRUE,TRUE
"Billy Joel","Keeping the Faith","No",FALSE,0.781,0.672,2,-7.474,"1",0.108,0.245,0,0.161,0.854,90.609,"4",279,16,18,1985,TRUE,TRUE,FALSE,FALSE
"Nickelback","Photograph","No",FALSE,0.513,0.877,8,-3.756,"1",0.0292,0.000932,0.00016299999999999,0.136,0.389,145.919,"4",258.92,33,2,2005,TRUE,TRUE,TRUE,TRUE
"Nickelback","Animals","No",FALSE,0.572,0.961,7,-3.089,"1",0.0625,0.000722,0.021,0.207,0.818,76.998,"4",186.6,3,97,2006,TRUE,TRUE,FALSE,FALSE
"Nickelback","Savin' Me","No",FALSE,0.441,0.815,3,-4.088,"1",0.0276,0.000731,0,0.414,0.522,164.021,"4",219.32,28,19,2006,TRUE,TRUE,TRUE,FALSE
"Nickelback","Far Away","No",FALSE,0.518,0.797,6,-5.153,"1",0.0309,0.000696,0,0.107,0.293,132.915,"4",238.173,30,8,2006,TRUE,FALSE,TRUE,TRUE
"Nickelback","If Everyone Cared","No",FALSE,0.522,0.874,6,-4.392,"0",0.0362,0.000273,0.00579,0.261,0.196,132.018,"4",215.106,22,17,2007,TRUE,TRUE,FALSE,FALSE
"Nickelback","Rockstar","No",FALSE,0.616,0.91,0,-3.004,"1",0.0386,0.0459,0,0.343,0.693,144.073,"4",252.04,49,6,2006,TRUE,FALSE,TRUE,TRUE
"Vicious","Nika","No",FALSE,0.708,0.837,10,-6.761,"0",0.21,0.0406,0.000307,0.118,0.739,89.994,"4",258.76,11,69,1995,TRUE,FALSE,FALSE,FALSE
"Ciara","Dance Like We're Making Love","No",FALSE,0.721,0.541,7,-8.623,"0",0.0659,0.063,4.47e-06,0.165,0.263,96.046,"4",256.6,1,100,2015,FALSE,FALSE,TRUE,FALSE
"Ciara","I Bet","No",TRUE,0.743,0.618,8,-7.227,"1",0.0732,0.076,0,0.0731,0.285,129.034,"4",287.933,14,43,2015,TRUE,TRUE,FALSE,FALSE
"Chilliwack","Whatcha Gonna Do","No",FALSE,0.711,0.743,11,-6.769,"0",0.0613,0.0227,0.00108,0.291,0.966,122.388,"4",255.093,13,41,1982,TRUE,FALSE,FALSE,TRUE
"Bob Dylan","Tangled up in Blue","No",FALSE,0.421,0.661,9,-13.126,"1",0.0433,0.414,1.16e-06,0.0962,0.554,100.965,"4",341.627,7,31,1975,TRUE,TRUE,FALSE,FALSE
"Madonna","Material Girl","No",FALSE,0.78,0.63,0,-12.677,"1",0.0321,0.261,1.59e-05,0.055,0.981,136.719,"4",240.707,17,2,1985,TRUE,TRUE,FALSE,FALSE
"Madonna","Angel","No",FALSE,0.752,0.593,7,-13.673,"1",0.0367,0.296,0.000196,0.168,0.834,133.266,"4",236.133,17,5,1985,FALSE,TRUE,TRUE,FALSE
"Madonna","Like a Virgin","No",FALSE,0.773,0.656,3,-10.88,"0",0.0381,0.202,0.00323,0.0697,0.971,119.754,"4",218.627,19,1,1984,TRUE,FALSE,FALSE,TRUE
"Madonna","Love Don't Live Here Anymore","No",FALSE,0.49,0.354,7,-14.953,"0",0.0434,0.329,3.31e-05,0.333,0.424,138.651,"4",288.267,8,78,1996,FALSE,TRUE,FALSE,FALSE
"Madonna","Dress You Up","No",FALSE,0.727,0.571,3,-13.887,"1",0.0444,0.0644,0.244,0.0766,0.958,135.996,"4",379.293,16,5,1985,FALSE,FALSE,TRUE,TRUE
"Teddy Randazzo","The Way Of A Clown","No",FALSE,0.498,0.541,0,-6.917,"0",0.034,0.577,0,0.346,0.448,116.172,"4",158.853,9,44,1960,FALSE,TRUE,FALSE,FALSE
"Teddy Randazzo","Big Wide World","No",FALSE,0.286,0.236,10,-10.83,"1",0.0316,0.9,0,0.355,0.226,172.178,"4",172.987,8,51,1963,TRUE,FALSE,FALSE,FALSE
"Cheap Trick","Stop This Game","No",FALSE,0.489,0.544,4,-10.412,"1",0.0391,0.00226,4.54e-06,0.0741,0.342,139.13,"4",236.507,12,48,1980,TRUE,FALSE,FALSE,TRUE
"Cheap Trick","Dream Police","No",FALSE,0.476,0.766,4,-11.435,"1",0.038,0.0446,0.0053,0.214,0.68,137.083,"4",233.133,10,26,1979,FALSE,FALSE,FALSE,TRUE
"Cheap Trick","Voices","No",FALSE,0.259,0.55,7,-11.353,"1",0.0324,0.368,1.63e-06,0.329,0.64,193.147,"4",261.067,11,32,1979,TRUE,FALSE,FALSE,TRUE
"Billy Joel","That's Not Her Style","No",FALSE,0.65,0.899,2,-4.694,"1",0.0331,0.0412,0,0.263,0.814,118.245,"4",308,6,77,1990,FALSE,FALSE,TRUE,FALSE
"Billy Joel","We Didn't Start the Fire","No",FALSE,0.712,0.967,7,-5.206,"1",0.047,0.0771,0,0.356,0.895,145.024,"4",287.733,19,1,1989,TRUE,FALSE,FALSE,TRUE
"Billy Joel","I Go to Extremes","No",FALSE,0.592,0.918,5,-4.744,"1",0.036,0.0143,1.25e-05,0.287,0.568,127.095,"4",263.2,16,6,1990,TRUE,TRUE,FALSE,FALSE
"Bill Withers","Use Me","No",FALSE,0.759,0.586,11,-13.461,"0",0.056,0.0333,0.00312,0.0743,0.948,154.624,"4",228.327,12,2,1972,FALSE,FALSE,TRUE,TRUE
"Bill Withers","Kissing My Love","No",FALSE,0.838,0.526,1,-13.079,"1",0.178,0.302,0.000152,0.0552,0.892,93.726,"4",231.044,10,31,1973,TRUE,TRUE,FALSE,FALSE
"Mandrill","Mandrill","No",FALSE,0.555,0.746,8,-9.744,"1",0.0513,0.31,0.803,0.284,0.636,122.037,"4",645.867,3,94,1971,FALSE,TRUE,FALSE,FALSE
"Mandrill","Hang Loose","No",FALSE,0.509,0.869,7,-7.212,"0",0.0809,0.129,0.0347,0.684,0.871,129.678,"4",316.387,7,83,1973,FALSE,FALSE,TRUE,FALSE
"Mandrill","Fencewalk","No",FALSE,0.536,0.697,7,-7.88,"1",0.0943,0.226,0.018,0.944,0.962,107.455,"4",315.693,10,52,1973,FALSE,TRUE,FALSE,FALSE
"B*Witched","C'est La Vie","No",FALSE,0.693,0.938,7,-4.854,"1",0.0296,0.104,0.000161,0.0685,0.913,108.986,"4",172.067,15,9,1999,TRUE,TRUE,FALSE,FALSE
"B*Witched","Rollercoaster","No",FALSE,0.672,0.722,2,-5.107,"1",0.0272,0.0895,0,0.227,0.755,106.985,"4",203.627,8,67,1999,FALSE,TRUE,TRUE,FALSE
